$	05109766
genus_belamcanda	08717784
genus_bellis	08247063
genus_bemisia	01750847
genus_bennettitis	07922161
genus_benzoin	08017561
genus_berberis	08008833
genus_bergenia	09094430
genus_beroe	01433308
genus_berteroa	08182741
genus_bertholletia	08630967
genus_bessera	08745113
genus_besseya	09175819
genus_beta	08142524
genus_bettongia	01396548
genus_betula	08585246
genus_bibos	01906462
genus_bidens	08247570
genus_bignonia	09112382
genus_biscutella	08183148
genus_bison	01907073
genus_bitis	01273174
genus_blaberus	01738595
genus_blandfordia	08745495
genus_blarina	01408151
genus_blastocladia	09275090
genus_blastomyces	09375077
genus_blatta	01737284
genus_blattella	01738236
genus_blechnum	09469533
genus_blennius	02103041
genus_blephilia	09140476
genus_bletia	08353654
genus_bletilla	08354024
genus_blighia	09041278
genus_blissus	01742568
genus_bloomeria	08745836
genus_bocconia	08210823
genus_boehmeria	08695537
genus_bolbitis	09487905
genus_boletus	09350058
genus_boltonia	08248931
genus_bomarea	08721457
genus_bombax	08494447
genus_bombina	01169844
genus_bombus	01713579
genus_bombycilla	01125787
genus_bombyx	01803050
genus_bonasa	01315367
genus_borago	09114854
genus_borassus	08885760
genus_borrelia	00910600
genus_bos	01898806
genus_boselaphus	01921575
genus_boswellia	08991520
genus_botaurus	01523543
genus_bothrops	01278107
genus_botrychium	09257151
genus_bougainvillaea	08149155
genus_bougainvillea	08149155
genus_bouteloua	08418667
genus_bowiea	08746241
genus_boykinia	09094793
genus_brachinus	01672835
genus_brachychiton	08501088
genus_brachycome	08249389
genus_brachystegia	08792263
genus_bradypus	01952891
genus_brama	02072637
genus_branchiobdella	01449203
genus_branta	01373858
genus_brasenia	08029756
genus_brassavola	08354464
genus_brassia	08354877
genus_brassica	08183541
genus_brevoortia	02024244
genus_brickelia	08249814
genus_brodiaea	08746714
genus_bromus	08417415
genus_brontosaurus	01229964
genus_broussonetia	08706311
genus_browallia	09196115
genus_browmius	02018052
genus_bruchus	01687231
genus_bruckenthalia	08537435
genus_brugmansia	09196820
genus_brunfelsia	09196446
genus_brya	08059981
genus_bryanthus	08537820
genus_bryonia	08468779
genus_bryum	07861043
genus_bubalus	01904986
genus_bubo	01144142
genus_bubulcus	01522019
genus_bucephala	01366800
genus_buceros	01346184
genus_buchloe	08419239
genus_buckleya	09035168
genus_buddleia	08786969
genus_budorcas	01916096
genus_bufo	01167484
genus_bulnesia	09020943
genus_bumelia	09071364
genus_bungarus	01271205
genus_buphthalmum	08250036
genus_burhinus	01551837
genus_burmannia	08394651
genus_burmeisteria	01952182
genus_bursera	08990883
genus_butea	08810925
genus_buteo	01129313
genus_buxus	09045245
genus_cabassous	01950987
genus_cabomba	08029331
genus_cacajao	01987143
genus_cacalia	08250545
genus_cacatua	01336258
genus_cacicus	01095965
genus_cadra	01793049
genus_caenolestes	01391885
genus_caesalpinia	08789213
genus_caiman	01219663
genus_cairina	01369309
genus_cajanus	08811297
genus_cakile	08188088
genus_caladenia	08355522
genus_caladium	08096599
genus_calamagrostis	08419540
genus_calamintha	09141136
genus_calamus	02082417 08886358
genus_calandrinia	08167952
genus_calanthe	08356066
genus_calceolaria	09177150
genus_calendula	08250969
genus_calidris	01540358
genus_calla	08097141
genus_calliandra	08071548
genus_callicebus	01987424
genus_callimorpha	01808363
genus_callinectes	01491872
genus_calliophis	01267040
genus_calliphora	01695975
genus_callirhoe	08479954
genus_callisaurus	01199388
genus_callistephus	08251494
genus_callithrix	01984522
genus_callitriche	08993414
genus_callitris	07950692
genus_callophis	01267040
genus_callorhinus	01588726
genus_calluna	08538147
genus_calocarpum	09072141
genus_calocedrus	07951759
genus_calochortus	08747424
genus_calophyllum	08667651
genus_calopogon	08356428
genus_calosoma	01673105
genus_caltha	08039103
genus_calvatia	09339227
genus_calycanthus	08012121
genus_calycophyllum	08961645
genus_calypso	08356706
genus_calystegia	09123267
genus_camassia	08750599
genus_cambarus	01497773
genus_camelina	08188480
genus_camellia	09226728
genus_camelus	01932960
genus_campanula	08344166
genus_campephilus	01357112
genus_camponotus	01724413
genus_camptosorus	09466217
genus_campyloneurum	09459133
genus_campylorhynchus	01108617
genus_canachites	01314780
genus_cananga	08007258
genus_canavalia	08811774
genus_cancer	01489973
genus_candida	09374106
genus_canella	08675402
genus_canis	01594980
genus_canna	08653822
genus_cannabis	08699211
genus_cantharellus	09299474
genus_capella	01543530
genus_capparis	08174413
genus_capra	01913036
genus_caprella	01505472
genus_capreolus	01929411
genus_capricornis	01915521
genus_caprimulgus	01352440
genus_capros	00979801
genus_capsella	08188920
genus_capsicum	09197625
genus_caragana	08812430
genus_caranx	02066603
genus_carassius	00969920
genus_carcharhinus	01013038
genus_carcharias	01011082
genus_carcharodon	01008495
genus_cardamine	08189283
genus_cardiospermum	09041797
genus_cardium	01472249
genus_carduelis	01053501
genus_carduus	08252237
genus_caretta	01184965
genus_carex	08457701
genus_cariama	01525899
genus_carica	08676208
genus_carissa	08082358
genus_carlina	08252909
genus_carnegiea	08154579
genus_carpenteria	09088016
genus_carphophis	01249015
genus_carpinus	08590872
genus_carpobrotus	08129967
genus_carpocapsa	01787606
genus_carpodacus	01055268
genus_carthamus	08253611
genus_carum	09231662
genus_carya	08622975
genus_caryocar	08676802
genus_caryota	08887114
genus_casmerodius	01521542
genus_cassia	08792689
genus_cassiope	08538496
genus_castanea	08566741
genus_castanopsis	08568654
genus_castanospermum	08813187
genus_castilleia	09177519
genus_castilleja	09177519
genus_castor	01863973
genus_castoroides	01864604
genus_casuarina	08529446
genus_casuarius	01042427
genus_catacala	01798238
genus_catalpa	09112912
genus_catananche	08254266
genus_catasetum	08357088
genus_catharacta	01556348
genus_catharanthus	08083129
genus_cathartes	01141213
genus_cathaya	07946432
genus_catoptrophorus	01542478
genus_catostomus	00971695
genus_cattleya	08357587
genus_caulophyllum	08009878
genus_cavia	01865470
genus_cebuella	01984773
genus_cebus	01985993
genus_cecropia	08706933
genus_cedrela	08996696
genus_cedrus	07940484
genus_ceiba	08495365
genus_celastrus	09047070
genus_celosia	08135454
genus_cenchrus	08420222
genus_centaurea	08254760
genus_centaurium	08594732
genus_centranthus	09247440
genus_centrocercus	01315072
genus_centrolobium	08060507
genus_centropomus	02050683
genus_centropristis	02057630
genus_centropus	01341724
genus_centrosema	08813672
genus_centunculus	08400018
genus_cephalanthera	08358070
genus_cephalopterus	01074728
genus_cephalotaxus	07965643
genus_cephalotus	09083348
genus_cepphus	01558291
genus_cerapteryx	01798671
genus_cerastes	01273639
genus_cerastium	08117653
genus_ceratitis	01701405
genus_ceratodus	02009457
genus_ceratonia	08794130
genus_ceratopetalum	09085813
genus_ceratophyllum	08013526
genus_ceratopogon	01707147
genus_ceratopteris	09456240
genus_ceratosaurus	01233233
genus_ceratostomella	09261036
genus_ceratotherium	01890225
genus_ceratozamia	07919735
genus_cercidiphyllum	08014009
genus_cercidium	08794739
genus_cercis	08814144
genus_cercocebus	01980059
genus_cercopithecus	01979007
genus_cercospora	09375577
genus_cercosporella	09374678
genus_cereus	08154989
genus_ceroxylon	08887612
genus_certhia	01111953
genus_cervus	01927063
genus_ceryle	01345009
genus_cestrum	09200017
genus_cestum	01434989
genus_ceterach	09467869
genus_cetonia	01680874
genus_cetorhinus	01008851
genus_cetraria	09287908
genus_chaenactis	08257364
genus_chaenomeles	08924126
genus_chaenopsis	02103895
genus_chaetodipterus	02094496
genus_chaetodon	02095256
genus_chalcis	01721734
genus_chalcostigma	01351140
genus_chamaea	01115515
genus_chamaecrista	08794908
genus_chamaecyparis	07952197
genus_chamaecytisus	08815041
genus_chamaedaphne	08538912
genus_chamaeleo	01214810
genus_chamaeleon	01214810
genus_chamaemelum	08256879
genus_chara	00939817
genus_charadrius	01535474
genus_charina	01262802
genus_charronia	01946832
genus_chateura	01349558
genus_chauna	01377611
genus_cheilanthes	09493667
genus_cheiranthus	08190979
genus_chelidonium	08211181
genus_chelifer	01290277
genus_chelone	09178763
genus_chelonia	01184685
genus_chelydra	01187120
genus_chenopodium	08138554
genus_chilomastix	00946622
genus_chilomeniscus	01258978
genus_chilomycterus	02145769
genus_chilopsis	09113555
genus_chimaera	01005000
genus_chimaphila	08561758
genus_chimonanthus	08012937
genus_chinchilla	01868433
genus_chinchona	08963326
genus_chiococca	08961995
genus_chionanthus	08605378
genus_chirocephalus	01507377
genus_chironomus	01707595
genus_chiton	01467875
genus_chlamydera	01123578
genus_chlamydia	00902391
genus_chlamydomonas	00936556
genus_chlamydosaurus	01208964
genus_chlamyphorus	01951824
genus_chloranthus	09438702
genus_chlorella	00938132
genus_chloris	08420978
genus_chlorococcum	00937928
genus_chlorophis	01250978
genus_chlorophoneus	01122507
genus_chloroxylon	08997035
genus_chlorura	01064908
genus_choeronycteris	01651608
genus_choloepus	01953348
genus_chondrus	00941395
genus_chordeiles	01353102
genus_chordospartium	08815519
genus_choriotis	01531122
genus_chorizagrotis	01799277
genus_chorizema	08815934
genus_christella	09513530
genus_chronoperates	01240740
genus_chrysanthemum	08257686
genus_chrysaora	01425434
genus_chrysemys	01190525
genus_chrysobalanus	08924750
genus_chrysochloris	01406297
genus_chrysolepis	08569021
genus_chrysolophus	01321601
genus_chrysophrys	02082676
genus_chrysophyllum	09072295
genus_chrysopsis	08259046
genus_chrysosplenium	09095218
genus_chrysothamnus	08259814
genus_chunga	01526240
genus_cibotium	09475829
genus_cicada	01759715
genus_cicer	08816312
genus_cichorium	08260565
genus_ciconia	01514394
genus_cicuta	09232070
genus_cimex	01743873
genus_cimicifuga	08039477
genus_cinchona	08963326
genus_cinclus	01124229
genus_cinnamomum	08015842
genus_circaea	08644643
genus_circaetus	01132618
genus_circus	01131741
genus_cirsium	08261427
genus_cistothorus	01107441
genus_cistus	08677514
genus_citellus	01858940
genus_citharichthys	02151526
genus_citroncirus	09011781
genus_citrullus	08469539
genus_citrus	09007142
genus_cladonia	09286824
genus_cladorhyncus	01547597
genus_cladrastis	08816756
genus_clangula	01370520
genus_clathrus	09337772
genus_claviceps	09261749
genus_claytonia	08168570
genus_cleistes	08358589
genus_clematis	08040440
genus_cleome	08175574
genus_clethra	08554645
genus_clethrionomys	01843432
genus_clianthus	08817162
genus_cliftonia	09050258
genus_clinopodium	09142203
genus_clintonia	08773367
genus_clitocybe	09315764
genus_clitoria	08817979
genus_clostridium	00890537
genus_clupea	02024561
genus_clusia	08668942
genus_cnemidophorus	01206536
genus_cnicus	08263063
genus_cnidoscolus	09222545
genus_coccothraustes	01063288
genus_cocculus	08024863
genus_coccus	01752375
genus_coccyzus	01340891
genus_cochlearia	08191641
genus_cochlearius	01523031
genus_cocos	08887932
genus_codariocalyx	08818542
genus_codiaeum	09221000
genus_coeloglossum	08359357
genus_coelogyne	08359934
genus_coereba	01061727
genus_coffea	08962426
genus_cola	08502329
genus_colaptes	01356304
genus_colchicum	08756872
genus_coleonyx	01196485
genus_coleus	09143043
genus_colinus	01321912
genus_collinsia	09179201
genus_collinsonia	09142579
genus_collocalia	01349853
genus_colobus	01982758
genus_colocasia	08097489
genus_coluber	01251225
genus_colubrina	09430423
genus_columba	01329834
genus_columnea	09129873
genus_colutea	08819027
genus_comandra	09035566
genus_combretum	08627093
genus_commelina	08906294
genus_commiphora	08992007
genus_compsognathus	01235023
genus_comptonia	08053287
genus_condylura	01405627
genus_conepatus	01942378
genus_conferva	00928577
genus_conilurus	01835777
genus_coniogramme	09494847
genus_conium	09232751
genus_connarus	08057482
genus_connochaetes	01917853
genus_conocarpus	08628026
genus_conoclinium	08263433
genus_conopodium	09233276
genus_conospermum	08520891
genus_conradina	09144078
genus_consolida	08043450
genus_contopus	01071858
genus_conuropsis	01338718
genus_convallaria	08772885
genus_convolvulus	09121897
genus_conyza	08263857
genus_copernicia	08888402
genus_coprinus	09300886
genus_coptis	08043002
genus_coracias	01343823
genus_coragyps	01142284
genus_corallorhiza	08360451
genus_corchorus	08509501
genus_cordaites	07924461
genus_cordia	09116639
genus_cordyline	08779825
genus_cordylus	01205964
genus_coregonus	02031691
genus_coreopsis	08264320
genus_coriandrum	09233627
genus_corixa	01746549
genus_cornus	09243565
genus_coronilla	08819447
genus_corozo	08889235
genus_cortaderia	08421733
genus_corticium	09310362
genus_corvus	01101303
genus_coryanthes	08361812
genus_corydalis	01769051 08211535
genus_corydalus	01769051
genus_corylopsis	08618793
genus_corylus	08592889
genus_corypha	08889532
genus_coryphantha	08155357
genus_coscoroba	01374802
genus_cosmocampus	00982762
genus_cosmos	08265549
genus_costia	00946065
genus_cotinga	01073169
genus_cotinus	09059091
genus_cotoneaster	08925092
genus_cottus	02134812
genus_cotula	08265944
genus_coturnix	01322368
genus_coumarouna	08060787
genus_cracticus	01105490
genus_crambe	08192040
genus_crangon	01498787
genus_craspedia	08266370
genus_crassula	09083937
genus_crataegus	08925907
genus_crax	01317127
genus_crepis	08266732
genus_crescentia	09113929
genus_crex	01527519
genus_cricetus	01844050
genus_crocethia	01541025
genus_crocodilus	01217777
genus_crocodylus	01217777
genus_crocus	08718151
genus_crocuta	01626981
genus_cronartium	09359273
genus_crotalaria	08820048
genus_crotalus	01275377
genus_crotaphytus	01200360
genus_croton	09220162
genus_crotophaga	01341508
genus_cryptacanthodes	02105838
genus_cryptobranchus	01154746
genus_cryptocercus	01738982
genus_cryptocoryne	08098107
genus_cryptogramma	09495262
genus_cryptomeria	07953289
genus_cryptotermes	01729126
genus_cryptotis	01409174
genus_ctenocephalides	01691518
genus_cuculus	01340561
genus_cucumis	08470105
genus_cucurbita	08464009
genus_culcita	09476230
genus_culex	01706027
genus_cuminum	09234000
genus_cuniculus	01867284
genus_cuon	01624990
genus_cupressus	07947572
genus_curcuma	08659488
genus_cursorius	01551101
genus_cuscuta	09123659
genus_cuterebra	01698313
genus_cyamopsis	08820943
genus_cyamus	01505786
genus_cyanocitta	01103123
genus_cyathea	09471810
genus_cycas	07918331
genus_cyclamen	08400340
genus_cycloloma	08143624
genus_cyclopes	01956117
genus_cyclophorus	09463502
genus_cyclops	01509057
genus_cyclopterus	02136173
genus_cyclosorus	09513865
genus_cycnoches	08362215
genus_cydonia	08928735
genus_cygnus	01375629
genus_cymbidium	08362604
genus_cynancum	09521488
genus_cynara	08267117
genus_cynips	01720667
genus_cynocephalus	01996367
genus_cynodon	08422315
genus_cynoglossum	09117235
genus_cynomys	01860403
genus_cynopterus	01649334
genus_cynoscion	02088981
genus_cyon	01624990
genus_cyperus	08456370
genus_cyphomandra	09200607
genus_cypraea	01466132
genus_cyprinus	00966173
genus_cypripedium	08363126
genus_cyrilla	09049798
genus_cyrtomium	09480060
genus_cystophora	01592106
genus_cystopteris	09480456
genus_cytisus	08821381
genus_daboecia	08539247
genus_dacelo	01345328
genus_dacrycarpus	07970719
genus_dacrydium	07971115
genus_dacrymyces	09357912
genus_dactylis	08423019
genus_dactyloctenium	08423335
genus_dactylopius	01753491
genus_dactylopterus	02141633
genus_dactylorhiza	08365714
genus_dahlia	08267712
genus_dalbergia	08822565
genus_dalea	08825236
genus_dama	01929190
genus_damaliscus	01918442
genus_danaea	09501023
genus_danaus	01782577
genus_daphne	08649704
genus_daphnia	01506855
genus_darlingtonia	09079468
genus_darmera	09095814
genus_dasyatis	01021990
genus_dasyprocta	01866941
genus_dasypus	01950334
genus_dasyurus	01399737
genus_datura	09200970
genus_daubentonia	01991993
genus_daucus	09234286
genus_davallia	09472591
genus_daviesia	08825661
genus_decapterus	02071370
genus_decumaria	09088382
genus_deinonychus	01238569
genus_delairea	08268175
genus_delichon	01118200
genus_delonix	08795422
genus_delphinapterus	01584073
genus_delphinium	08043976
genus_delphinus	01580788
genus_dendranthema	08268584
genus_dendraspis	01269731
genus_dendroaspis	01269731
genus_dendrobium	08366375
genus_dendrocalamus	08454551
genus_dendrocolaptes	01076847
genus_dendroctonus	01685444
genus_dendroica	01090982
genus_dendrolagus	01395356
